arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
2602.06085v1,2602.06085,LAAFD: LLM-based Agents for Accelerated FPGA Design,2026,cs.DC,cs.DC,LLM-inference-on-FPGA-papers/papers/2602.06085v1.pdf,4a94e450b3005241bfdb0b08960a45e2d237e0f3b160cf62ba9ef5609182e859,10,yes,ok,full_paper, llm;large language model;gpt;token;inference,0.45,none,,,,high,high-level synthesis;high level synthesis; hls;vitis hls;hls4ml,"high-level synthesis@p1,2,3,9,10;high level synthesis@p1; hls@p1,2,3,4,5,6,7,8,9;vitis hls@p1,2,3,4,6;hls4ml@p2,9","high-level synthesis@p1,2,3,9,10;high level synthesis@p1;hls@p1,2,3,4,5,6,7,8,9;vitis hls@p1,2,3,4,6;hls4ml@p2,9",none,,,,high,verilog;vhdl; rtl;synthesizable,"verilog@p1,2,9;vhdl@p1; rtl@p1,2,3,9;synthesizable@p5","verilog@p1,2,9;vhdl@p1;rtl@p1,2,3,9;synthesizable@p5",high,dataflow;memory hierarchy;tiling;pipeline;streaming,"dataflow@p1,2,4,5,6,9;memory hierarchy@p1;tiling@p1,7;pipeline@p2,3,4,5,9;streaming@p6","dataflow@p1,2,4,5,6,9;memory hierarchy@p1;tiling@p1,7;pipeline@p2,3,4,5,9;streaming@p6",low,ps ,"ps @p3,4,5,6","ps @p3,4,5,6",high,hls:high;dataflow:high;param_rtl:high,"hls:high via high-level synthesis@p1,2,3,9,10;high level synthesis@p1; hls@p1,2,3,4,5,6,7,8,9;vitis hls@p1,2,3,4,6;hls4ml@p2,9"
2602.09410v1,2602.09410,Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design,2026,cs.AR,cs.AR|cs.AI,LLM-inference-on-FPGA-papers/papers/2602.09410v1.pdf,ec849772edf7b134e7924e8c051ae1458086184cd2cb6897b2007ac8bf7ea110,8,yes,ok,full_paper, llm;large language model;gpt;token,0.36,none,,,,high, hls;high-level synthesis;vitis hls," hls@p1,2,3,4,5,6,7;high-level synthesis@p2,3,7,8;vitis hls@p5,7","hls@p1,2,3,4,5,6,7;high-level synthesis@p2,3,7,8;vitis hls@p5,7",none,,,,high,hardware description; rtl;synthesizable;verilog;vhdl,"hardware description@p1,2,3,4,5; rtl@p2,4,5;synthesizable@p2,4,5;verilog@p3,4,5,7;vhdl@p3","hardware description@p1,2,3,4,5;rtl@p2,4,5;synthesizable@p2,4,5;verilog@p3,4,5,7;vhdl@p3",low,pipeline,"pipeline@p2,4,5,6,7","pipeline@p2,4,5,6,7",high,co-design; cpu;ps ;offload;hybrid,"co-design@p1,2,3,7; cpu@p4;ps @p4,6;offload@p6;hybrid@p7","co-design@p1,2,3,7;cpu@p4;ps @p4,6;offload@p6;hybrid@p7",high,param_rtl:high;cpu_fpga_fallback:high;hls:high,"param_rtl:high via hardware description@p1,2,3,4,5; rtl@p2,4,5;synthesizable@p2,4,5;verilog@p3,4,5,7;vhdl@p3"
2602.18750v2,2602.18750,HillInfer: Efficient Long-Context LLM Inference on the Edge with Hierarchical KV Eviction using SmartSSD,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2602.18750v2.pdf,14de02c67faa855c01bc5eb59a99594ba4cffc608f471cf2e452cea3f329eeaf,16,yes,ok,full_paper, llm;large language model;transformer;attention;kv cache;token;autoregressive;prefill;decode;inference,0.91,low,tensor,"tensor@p3,8,9","tensor@p3,8,9",low, hls," hls@p2,9","hls@p2,9",none,,,,none,,,,high,pipeline;streaming;memory hierarchy,"pipeline@p1,2,5,6,7,8,9,11,12;streaming@p2,7,9,14,16;memory hierarchy@p5,6,8","pipeline@p1,2,5,6,7,8,9,11,12;streaming@p2,7,9,14,16;memory hierarchy@p5,6,8",high, cpu;offload;host;heterogeneous;ps ;co-design;processing system," cpu@p1,2,3,4,5,6,7,8,9,11,12;offload@p1,2,3,4,5,6,7,8,9,10,12,13;host@p1,2,3,4,5,6,7,8,9,10,11,12;heterogeneous@p1,2,5,6,7,8,11;ps @p3,5,6,7,9,16;co-design@p12;processing system@p13,14,15,16","cpu@p1,2,3,4,5,6,7,8,9,11,12;offload@p1,2,3,4,5,6,7,8,9,10,12,13;host@p1,2,3,4,5,6,7,8,9,10,11,12;heterogeneous@p1,2,5,6,7,8,11;ps @p3,5,6,7,9,16",high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:low,"cpu_fpga_fallback:high via  cpu@p1,2,3,4,5,6,7,8,9,11,12;offload@p1,2,3,4,5,6,7,8,9,10,12,13;host@p1,2,3,4,5,6,7,8,9,10,11,12;heterogeneous@p1,2,5,6,7,8,11;ps @p3,5,6,7,9,16;co-design@p12;processing system@p13,14,15,16"
2602.20515v1,2602.20515,FAST-Prefill: FPGA Accelerated Sparse Attention for Long Context LLM Prefill,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2602.20515v1.pdf,356b7b18b092d53cf6235515f2b465bf56631696b650d94ff4192cf623b62d96,9,yes,ok,full_paper, llm;large language model;transformer;attention;kv cache;token;prefill;decode;inference,0.82,low,tensor,"tensor@p1,2,3,4,5,6,8","tensor@p1,2,3,4,5,6,8",medium, hls;vitis hls, hls@p7;vitis hls@p7,hls@p7;vitis hls@p7,none,,,,none,,,,high,streaming;pipeline;memory hierarchy;systolic;dataflow,"streaming@p1,2,3,4,5,6,8,9;pipeline@p1,3,4,5,6;memory hierarchy@p1,3,5;systolic@p2,3,6;dataflow@p8,9","streaming@p1,2,3,4,5,6,8,9;pipeline@p1,3,4,5,6;memory hierarchy@p1,3,5;systolic@p2,3,6;dataflow@p8,9",high,hybrid;ps ; cpu;offload;cpu-fpga;heterogeneous;processing system;co-design,"hybrid@p1,2,3,4,5,6,8,9;ps @p1,3,4,6,7; cpu@p2,3,8,9;offload@p7;cpu-fpga@p8,9;heterogeneous@p8,9;processing system@p9;co-design@p9","hybrid@p1,2,3,4,5,6,8,9;ps @p1,3,4,6,7;cpu@p2,3,8,9;offload@p7;cpu-fpga@p8,9",high,cpu_fpga_fallback:high;dataflow:high;hls:medium,"cpu_fpga_fallback:high via hybrid@p1,2,3,4,5,6,8,9;ps @p1,3,4,6,7; cpu@p2,3,8,9;offload@p7;cpu-fpga@p8,9;heterogeneous@p8,9;processing system@p9;co-design@p9"
2603.01556v1,2603.01556,Hermes: A Unified High-Performance NTT Architecture with Hybrid Dataflow,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2603.01556v1.pdf,c321760aa190ef2e0bc42039f9f99110b72ad67e03de38eb65a089cd32280279,8,yes,ok,full_paper,,0.00,low,tensor,tensor@p7,tensor@p7,none,,,,low,microarchitecture,"microarchitecture@p7,8","microarchitecture@p7,8",none,,,,medium,dataflow;pipeline,"dataflow@p1,2,3,4,5,6,7;pipeline@p1,2,3,4,5,6,7","dataflow@p1,2,3,4,5,6,7;pipeline@p1,2,3,4,5,6,7",high,hybrid;heterogeneous; cpu;ps ,"hybrid@p1,2,3,4,5,7;heterogeneous@p4; cpu@p6;ps @p7","hybrid@p1,2,3,4,5,7;heterogeneous@p4;cpu@p6;ps @p7",low,cpu_fpga_fallback:high;dataflow:medium;overlay:low,"cpu_fpga_fallback:high via hybrid@p1,2,3,4,5,7;heterogeneous@p4; cpu@p6;ps @p7"
2603.03075v1,2603.03075,TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference,2026,cs.CV,cs.CV|cs.AI|cs.AR,LLM-inference-on-FPGA-papers/papers/2603.03075v1.pdf,0cb7a02d2cbb57db873cd42e8fa2dd93cbe07b4829bb5db561bb0b2b1a70e91a,14,yes,ok,full_paper,attention;decode;inference,0.27,none,,,,medium,high-level synthesis; hls,"high-level synthesis@p1,2,7; hls@p2,9","high-level synthesis@p1,2,7;hls@p2,9",none,,,,none,,,,medium,pipeline;streaming,"pipeline@p2,3,4,7,8;streaming@p7,8","pipeline@p2,3,4,7,8;streaming@p7,8",medium,co-design;ps ,"co-design@p1,2,13;ps @p1,2,4,5,10,11,12","co-design@p1,2,13;ps @p1,2,4,5,10,11,12",medium,hls:medium;dataflow:medium;cpu_fpga_fallback:medium,"hls:medium via high-level synthesis@p1,2,7; hls@p2,9"
2603.05931v1,2603.05931,A Persistent-State Dataflow Accelerator for Memory-Bound Linear Attention Decode on FPGA,2026,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2603.05931v1.pdf,48e75abc93fc3b262c8517ac12efbc3d413c9b949322e0d37697969153ca2569,9,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,tensor,"tensor@p4,9","tensor@p4,9",medium, hls;vitis hls," hls@p1,3,4,8,9;vitis hls@p4","hls@p1,3,4,8,9;vitis hls@p4",low,microarchitecture,microarchitecture@p9,microarchitecture@p9,low, rtl, rtl@p9,rtl@p9,high,dataflow;pipeline;memory hierarchy,"dataflow@p1,3,4,5,8;pipeline@p1,2,3,4,5,8;memory hierarchy@p2","dataflow@p1,3,4,5,8;pipeline@p1,2,3,4,5,8;memory hierarchy@p2",high,hybrid;ps ;host;co-design;processing system,"hybrid@p1,2,8,9;ps @p1,2,3,4;host@p3;co-design@p8,9;processing system@p9","hybrid@p1,2,8,9;ps @p1,2,3,4;host@p3;co-design@p8,9;processing system@p9",high,cpu_fpga_fallback:high;dataflow:high;hls:medium,"cpu_fpga_fallback:high via hybrid@p1,2,8,9;ps @p1,2,3,4;host@p3;co-design@p8,9;processing system@p9"
2603.12637v1,2603.12637,ExpanderGraph-128: A Novel Graph-Theoretic Block Cipher with Formal Security Analysis and Hardware Implementation,2026,cs.CR,cs.CR|cs.AR|cs.DS,LLM-inference-on-FPGA-papers/papers/2603.12637v1.pdf,fda56ff05ba5465d8247b1bdee16887538450f2321355bc298086617d07429ce,34,yes,ok,full_paper,token,0.09,low,affine,"affine@p2,3,20,30","affine@p2,3,20,30",none,,,,none,,,,high, rtl;verilog;hardware description," rtl@p2,3,24,27,30;verilog@p31;hardware description@p31","rtl@p2,3,24,27,30;verilog@p31;hardware description@p31",medium,dataflow;pipeline,"dataflow@p10;pipeline@p13,26","dataflow@p10;pipeline@p13,26",medium,ps ;heterogeneous,"ps @p2,3,5,7,8,9,10,11,12,22,24,25,26,27,29,30;heterogeneous@p28","ps @p2,3,5,7,8,9,10,11,12,22,24,25,26,27,29,30;heterogeneous@p28",high,param_rtl:high;dataflow:medium;cpu_fpga_fallback:medium,"param_rtl:high via  rtl@p2,3,24,27,30;verilog@p31;hardware description@p31"
2603.14785v1,2603.14785,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2603.14785v1.pdf,b06f4ef2507a7a9714e7a78e70352ffefa280e75e57220f6b79ec47640a31170,22,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,tensor,"tensor@p12,19","tensor@p12,19",none,,,,medium,overlay;overlay processor,"overlay@p1,3,19;overlay processor@p1,3,19","overlay@p1,3,19;overlay processor@p1,3,19",medium,systemverilog;verilog,systemverilog@p15;verilog@p15,systemverilog@p15;verilog@p15,high,pipeline;dataflow;streaming;systolic;memory hierarchy,"pipeline@p1,2,3,6,7,8,11,16,18,19;dataflow@p2,3,4,5,6,7,8,11,15,16,17,18,19;streaming@p3,4,7;systolic@p5;memory hierarchy@p15","pipeline@p1,2,3,6,7,8,11,16,18,19;dataflow@p2,3,4,5,6,7,8,11,15,16,17,18,19;streaming@p3,4,7;systolic@p5;memory hierarchy@p15",high,hybrid; cpu;offload;host;ps ;heterogeneous,"hybrid@p1,2,3,4,5; cpu@p7,12;offload@p7,8,15;host@p7,12;ps @p10,15;heterogeneous@p15,18","hybrid@p1,2,3,4,5;cpu@p7,12;offload@p7,8,15;host@p7,12;ps @p10,15",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,"cpu_fpga_fallback:high via hybrid@p1,2,3,4,5; cpu@p7,12;offload@p7,8,15;host@p7,12;ps @p10,15;heterogeneous@p15,18"
2603.14785v2,2603.14785,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2603.14785v2.pdf,,0,no,unavailable_or_failed,metadata_fallback, llm;large language model;token;inference,0.36,none,,,,none,,,,medium,overlay;overlay processor,overlay@p1;overlay processor@p1,overlay@p1;overlay processor@p1,none,,,,none,,,,low,hybrid,hybrid@p1,hybrid@p1,medium,overlay:medium;cpu_fpga_fallback:low,overlay:medium via overlay@p1;overlay processor@p1
2603.22600v2,2603.22600,The Radio-wave Observations at the Lunar Surface of the photoElectron Sheath (ROLSES) instrument onboard the Intuitive Machines-1 Mission to the Moon,2026,astro-ph.IM,astro-ph.IM,LLM-inference-on-FPGA-papers/papers/2603.22600v2.pdf,e6e8af12b920bd43addfe7921398f361ea9659d9d009269393193603ad47b1a7,29,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,none,,,,low,streaming,streaming@p18,streaming@p18,high,ps ;processing system;host,"ps @p2,8,12,15,16,18,21,23,25,26,28,29;processing system@p8;host@p28","ps @p2,8,12,15,16,18,21,23,25,26,28,29;processing system@p8;host@p28",low,cpu_fpga_fallback:high;dataflow:low,"cpu_fpga_fallback:high via ps @p2,8,12,15,16,18,21,23,25,26,28,29;processing system@p8;host@p28"
2603.22867v1,2603.22867,"TRINE: A Token-Aware, Runtime-Adaptive FPGA Inference Engine for Multimodal AI",2026,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2603.22867v1.pdf,b6a91522a3f97d9164b49b6db8736e976ca09b3df3faa0e97723da4e86e43d0a,7,yes,ok,full_paper,transformer;attention;token;inference,0.36,low,tensor,"tensor@p4,6","tensor@p4,6",low,chisel,"chisel@p4,7","chisel@p4,7",low,microarchitecture,"microarchitecture@p3,7","microarchitecture@p3,7",low, rtl, rtl@p4,rtl@p4,high,dataflow;pipeline;systolic;tiling;streaming,"dataflow@p1,2,3,4,6;pipeline@p1,2,3,6;systolic@p1,2,3,4;tiling@p2,4;streaming@p3","dataflow@p1,2,3,4,6;pipeline@p1,2,3,6;systolic@p1,2,3,4;tiling@p2,4;streaming@p3",high,offload;ps ;heterogeneous; cpu;host;hybrid;co-design,"offload@p1,4,5,6;ps @p1,2,3,4,5,6;heterogeneous@p1,6; cpu@p2,3,6;host@p2,3,6;hybrid@p4;co-design@p7","offload@p1,4,5,6;ps @p1,2,3,4,5,6;heterogeneous@p1,6;cpu@p2,3,6;host@p2,3,6",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,"cpu_fpga_fallback:high via offload@p1,4,5,6;ps @p1,2,3,4,5,6;heterogeneous@p1,6; cpu@p2,3,6;host@p2,3,6;hybrid@p4;co-design@p7"
2603.23668v1,2603.23668,Energy Efficient Software Hardware CoDesign for Machine Learning: From TinyML to Large Language Models,2026,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2603.23668v1.pdf,c8aa883ca6baa7ed5fcd8c1c73c3f9c7469f59069fd6762cf080c901ac55f2e0,8,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;inference,0.55,low,tensor,"tensor@p3,7","tensor@p3,7",none,,,,low,microarchitecture,microarchitecture@p7,microarchitecture@p7,none,,,,high,dataflow;spatial accelerator;pipeline;memory hierarchy;systolic;tiling,"dataflow@p1,2,3,4,5,6;spatial accelerator@p1,4;pipeline@p2,3,4,5,6;memory hierarchy@p2,3;systolic@p3;tiling@p3,4","dataflow@p1,2,3,4,5,6;spatial accelerator@p1,4;pipeline@p2,3,4,5,6;memory hierarchy@p2,3;systolic@p3",high,co-design;ps ;heterogeneous;hybrid; cpu;processing system;host,"co-design@p1,2,3,4,5,6,7,8;ps @p1,2,3,4,5,6,7;heterogeneous@p1,3,6,7;hybrid@p2,3,6,7; cpu@p4,5;processing system@p7;host@p8","co-design@p1,2,3,4,5,6,7,8;ps @p1,2,3,4,5,6,7;heterogeneous@p1,3,6,7;hybrid@p2,3,6,7;cpu@p4,5",high,cpu_fpga_fallback:high;dataflow:high;overlay:low,"cpu_fpga_fallback:high via co-design@p1,2,3,4,5,6,7,8;ps @p1,2,3,4,5,6,7;heterogeneous@p1,3,6,7;hybrid@p2,3,6,7; cpu@p4,5;processing system@p7;host@p8"
2603.28239v3,2603.28239,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2603.28239v3.pdf,5185b310fab06f7da3551c4b0f66e407940869b24e2d71b0ba955239a791ff2f,14,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;prefill;decode;inference,0.82,medium,tensor;handshake,"tensor@p1,2,3,4,9,12,13,14;handshake@p8","tensor@p1,2,3,4,9,12,13,14;handshake@p8",none,,,,low,microarchitecture,"microarchitecture@p5,6,7,14","microarchitecture@p5,6,7,14",none,,,,medium,pipeline;streaming,"pipeline@p2,7,8,10,13;streaming@p4,12","pipeline@p2,7,8,10,13;streaming@p4,12",high,offload;co-design;ps ; cpu;processing system,"offload@p1,2,4,5;co-design@p1,2,5,13;ps @p3,4,5,6,8,11,12,13; cpu@p4,9,11;processing system@p14","offload@p1,2,4,5;co-design@p1,2,5,13;ps @p3,4,5,6,8,11,12,13;cpu@p4,9,11;processing system@p14",high,cpu_fpga_fallback:high;mlir_circt:medium;dataflow:medium,"cpu_fpga_fallback:high via offload@p1,2,4,5;co-design@p1,2,5,13;ps @p3,4,5,6,8,11,12,13; cpu@p4,9,11;processing system@p14"
2603.28239v4,2603.28239,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2603.28239v4.pdf,,0,no,unavailable_or_failed,metadata_fallback, llm;inference,0.18,low,tensor,tensor@p1,tensor@p1,none,,,,none,,,,none,,,,low,pipeline,pipeline@p1,pipeline@p1,low,offload,offload@p1,offload@p1,low,mlir_circt:low;dataflow:low;cpu_fpga_fallback:low,mlir_circt:low via tensor@p1
2603.29002v3,2603.29002,Understand and Accelerate Memory Processing Pipeline for Large Language Model Inference,2026,cs.DC,cs.DC|cs.AI,LLM-inference-on-FPGA-papers/papers/2603.29002v3.pdf,f34c5eeb201a05888db9b02db4ed4675d1b68e8452b7ebe09df9aa96667a8af8,24,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,none,,,,medium, hls;vitis hls, hls@p7;vitis hls@p7,hls@p7;vitis hls@p7,low,microarchitecture,microarchitecture@p5,microarchitecture@p5,none,,,,high,pipeline;dataflow;streaming;memory hierarchy,"pipeline@p1,2,3,4,5,6,7,8,9,10;dataflow@p6,8;streaming@p6,8;memory hierarchy@p6","pipeline@p1,2,3,4,5,6,7,8,9,10;dataflow@p6,8;streaming@p6,8;memory hierarchy@p6",high,offload;heterogeneous; cpu;ps ;host,"offload@p1,9;heterogeneous@p1,2,5,7,8; cpu@p2,7;ps @p2,3,4,5,6,8,9;host@p7","offload@p1,9;heterogeneous@p1,2,5,7,8;cpu@p2,7;ps @p2,3,4,5,6,8,9;host@p7",high,cpu_fpga_fallback:high;dataflow:high;hls:medium,"cpu_fpga_fallback:high via offload@p1,9;heterogeneous@p1,2,5,7,8; cpu@p2,7;ps @p2,3,4,5,6,8,9;host@p7"
2604.04694v1,2604.04694,Mestra: Exploring Migration on Virtualized CGRAs,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2604.04694v1.pdf,18722aef678d243adbece2b6149acc8ee7a93fe0238506000ecd22a6c8dae800,10,yes,ok,full_paper, llm;attention;token,0.27,low,affine,affine@p2,affine@p2,none,,,,low,microarchitecture,microarchitecture@p9,microarchitecture@p9,none,,,,high,spatial accelerator;streaming;pipeline;memory hierarchy;dataflow,"spatial accelerator@p1;streaming@p2,9;pipeline@p2,3,4,8,9;memory hierarchy@p2;dataflow@p9","spatial accelerator@p1;streaming@p2,9;pipeline@p2,3,4,8,9;memory hierarchy@p2;dataflow@p9",high,co-design;offload;host;ps ;heterogeneous,"co-design@p1;offload@p2,3,7;host@p2,3,4,5;ps @p3,6,7,8,9;heterogeneous@p3","co-design@p1;offload@p2,3,7;host@p2,3,4,5;ps @p3,6,7,8,9;heterogeneous@p3",high,dataflow:high;cpu_fpga_fallback:high;overlay:low,"dataflow:high via spatial accelerator@p1;streaming@p2,9;pipeline@p2,3,4,8,9;memory hierarchy@p2;dataflow@p9"
2604.08419v1,2604.08419,Real-Time Cross-Layer Semantic Error Correction Using Language Models and Software-Defined Radio,2026,cs.NI,cs.NI,LLM-inference-on-FPGA-papers/papers/2604.08419v1.pdf,37bc623c5e22f1e6f5e6eb2bab2d34a1c85dbf0ad4633015320ebd16dd8689a8,2,yes,ok,full_paper,attention;token;autoregressive;decode;inference,0.45,none,,,,none,,,,none,,,,none,,,,low,pipeline,pipeline@p1,pipeline@p1,low,host,host@p2,host@p2,low,dataflow:low;cpu_fpga_fallback:low,dataflow:low via pipeline@p1
2604.10296v1,2604.10296,DBU-OFDM: A Trainable Deep Block-Unitary OFDM Waveform for Integrated Sensing and Communication,2026,eess.SP,eess.SP,LLM-inference-on-FPGA-papers/papers/2604.10296v1.pdf,2340d56d90f5c72c6748b551d3276bdf0ba296df7055091d1c4f1be86ab8c755,13,yes,ok,full_paper,gpt,0.09,low,affine,"affine@p3,13","affine@p3,13",none,,,,none,,,,none,,,,low,pipeline,"pipeline@p4,11,12,13","pipeline@p4,11,12,13",low,host,host@p11,host@p11,low,mlir_circt:low;dataflow:low;cpu_fpga_fallback:low,"mlir_circt:low via affine@p3,13"
2604.13933v2,2604.13933,A Case Study on Energy-Efficient Edge AI Crack Segmentation,2026,eess.SP,eess.SP,LLM-inference-on-FPGA-papers/papers/2604.13933v2.pdf,ce4ba0029193979efebfddfdcaee0869a2d30a833830657af0ff6c830639bcf9,8,yes,ok,full_paper,transformer;attention;decode;inference,0.36,low,tensor,"tensor@p4,5","tensor@p4,5",high, hls;hls4ml;high-level synthesis," hls@p2,3,4,6,8;hls4ml@p2,3,8;high-level synthesis@p4","hls@p2,3,4,6,8;hls4ml@p2,3,8;high-level synthesis@p4",none,,,,none,,,,high,streaming;dataflow;pipeline,"streaming@p1,2;dataflow@p2;pipeline@p2,3,4","streaming@p1,2;dataflow@p2;pipeline@p2,3,4",high, cpu;hybrid;ps ;offload;host;processing system," cpu@p1,4,6,8;hybrid@p2,4,5,7;ps @p2,3,5,6,7;offload@p3;host@p4,8;processing system@p8","cpu@p1,4,6,8;hybrid@p2,4,5,7;ps @p2,3,5,6,7;offload@p3;host@p4,8",high,cpu_fpga_fallback:high;hls:high;dataflow:high,"cpu_fpga_fallback:high via  cpu@p1,4,6,8;hybrid@p2,4,5,7;ps @p2,3,5,6,7;offload@p3;host@p4,8;processing system@p8"
2604.17097v1,2604.17097,From Natural Language to Silicon: The Representation Bottleneck in LLM Hardware Design,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2604.17097v1.pdf,3436252ece43f62fb7632d5b0017087a72eec52fa1cfe9e79509192abb9b2cd3,7,yes,ok,full_paper, llm;large language model;gpt,0.27,low,llvm,"llvm@p2,4,7","llvm@p2,4,7",high,high-level synthesis; hls;chisel;llvm,"high-level synthesis@p1,7; hls@p1,2,3,4,5,6;chisel@p1,2,3,4,5,6,7;llvm@p2,4,7","high-level synthesis@p1,7;hls@p1,2,3,4,5,6;chisel@p1,2,3,4,5,6,7;llvm@p2,4,7",none,,,,high,systemverilog;verilog;vhdl;hardware description;register-transfer; rtl;synthesizable;system verilog,"systemverilog@p1;verilog@p1,2,3,4,5,6,7;vhdl@p1,2,3,4,5,7;hardware description@p1,2,6,7;register-transfer@p1; rtl@p2,3,4,6,7;synthesizable@p3,6;system verilog@p7","systemverilog@p1;verilog@p1,2,3,4,5,6,7;vhdl@p1,2,3,4,5,7;hardware description@p1,2,6,7;register-transfer@p1",low,pipeline,"pipeline@p1,3,5","pipeline@p1,3,5",medium,host;co-design,host@p2;co-design@p7,host@p2;co-design@p7,high,param_rtl:high;hls:high;cpu_fpga_fallback:medium,"param_rtl:high via systemverilog@p1;verilog@p1,2,3,4,5,6,7;vhdl@p1,2,3,4,5,7;hardware description@p1,2,6,7;register-transfer@p1; rtl@p2,3,4,6,7;synthesizable@p3,6;system verilog@p7"
2604.19856v1,2604.19856,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,2026,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2604.19856v1.pdf,d045a6ba00e9ea127baee2310efbb6158fdff50af9f845065d5e77b81333fef7,17,yes,ok,full_paper, llm;large language model;attention;gpt;token;autoregressive;decode;inference,0.73,medium,handshake;tensor,handshake@p7;tensor@p13,handshake@p7;tensor@p13,none,,,,low,microarchitecture,microarchitecture@p7,microarchitecture@p7,high,systemverilog;verilog; rtl;synthesizable;hardware description;register-transfer,"systemverilog@p1,3,6,8,9,10,15,17;verilog@p1,2,3,4,5,6,8,9,10,13,14,15,16,17; rtl@p1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;synthesizable@p1,2,4,5;hardware description@p2","systemverilog@p1,3,6,8,9,10,15,17;verilog@p1,2,3,4,5,6,8,9,10,13,14,15,16,17;rtl@p1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;synthesizable@p1,2,4,5;hardware description@p2",medium,pipeline;systolic,"pipeline@p2,3,4,5,6,7,8,9,11,12,13,14,15,16;systolic@p7","pipeline@p2,3,4,5,6,7,8,9,11,12,13,14,15,16;systolic@p7",high,hybrid;ps ; cpu;processing system,"hybrid@p1,2,3,4,5,14,16;ps @p1,2,4,5,6,9,13,14; cpu@p3,6,7,9,11,12,13,14,15;processing system@p16","hybrid@p1,2,3,4,5,14,16;ps @p1,2,4,5,6,9,13,14;cpu@p3,6,7,9,11,12,13,14,15;processing system@p16",high,param_rtl:high;cpu_fpga_fallback:high;mlir_circt:medium,"param_rtl:high via systemverilog@p1,3,6,8,9,10,15,17;verilog@p1,2,3,4,5,6,8,9,10,13,14,15,16,17; rtl@p1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;synthesizable@p1,2,4,5;hardware description@p2"
